Age at enrollment,avg_grade,avg_success_rate,financial_issue,Scholarship holder,Gender,Daytime/evening attendance,Curricular units 1st sem (enrolled),Curricular units 2nd sem (enrolled),Target
39,0.0,0.0,0,0,0,1,7,8,0
22,0.0,0.0,1,0,1,1,1,6,0
47,11.25,0.8,0,0,1,0,5,5,1
19,0.0,0.0,0,1,1,1,0,0,2
19,13.916666666666668,1.0,0,0,0,1,6,6,2
19,0.0,0.0,0,0,0,1,7,8,0
21,14.13888888888889,1.0,0,1,0,1,17,17,2
39,0.0,0.0,1,0,0,1,7,8,0
19,13.583333333333334,1.0,0,0,1,1,12,11,2
20,0.0,0.0,0,1,1,1,0,0,1
24,0.0,0.0,1,0,1,1,5,5,0
27,5.0,0.1,0,0,1,0,5,5,0
29,15.2,1.0,0,0,1,0,5,5,2
20,6.4,0.3333333333333333,0,0,1,1,6,6,0
21,11.083333333333332,0.9,0,0,1,1,5,5,0
18,0.0,0.0,0,0,1,1,0,0,1
19,12.828571428571427,0.875,0,0,1,1,8,8,2
19,12.55,0.8333333333333333,1,0,1,1,6,6,0
28,11.2,0.6,0,1,1,1,5,5,2
21,12.375,0.8333333333333333,1,0,0,1,6,6,2
23,11.328571428571427,0.875,1,0,0,1,8,8,0
39,13.0,0.41666666666666663,0,0,0,1,6,6,1
18,13.033333333333331,0.8571428571428571,0,0,0,1,7,7,2
59,11.958333333333332,0.8333333333333333,0,0,0,1,6,6,2
30,15.35,0.7,1,0,1,1,5,5,1
18,14.0,1.0,0,0,0,1,5,5,2
41,12.375,0.7619047619047619,0,0,0,0,6,7,1
27,0.0,0.0,0,0,0,1,7,7,0
18,12.333333333333332,1.0,0,1,0,1,6,6,2
20,11.833333333333332,0.41666666666666663,1,0,0,1,6,6,0
32,0.0,0.0,1,0,0,1,5,5,0
19,11.233333333333334,0.7,0,0,0,1,5,5,0
41,0.0,0.0,0,0,0,1,6,6,0
38,5.0,0.1,0,0,0,0,5,5,0
35,0.0,0.0,0,0,1,1,7,6,0
27,12.125,0.5833333333333333,0,0,0,0,6,6,0
19,12.25,0.8333333333333333,0,0,0,1,6,6,2
18,12.2,0.8333333333333334,1,0,0,1,6,6,1
39,0.0,0.0,1,0,0,0,5,5,0
37,0.0,0.0,1,0,0,1,5,5,0
37,0.0,0.0,1,0,0,1,8,8,0
35,12.34375,1.0,0,1,0,0,16,13,2
49,10.533333333333333,0.717948717948718,0,0,0,1,13,9,2
52,10.694871794871796,0.9666666666666667,0,0,0,1,15,12,2
18,13.666666666666668,1.0,0,0,0,1,5,5,2
30,14.5,0.9285714285714286,0,1,0,0,7,6,2
21,13.533482142857142,1.0,0,0,0,1,7,8,2
20,0.0,0.0,0,0,1,1,5,5,0
18,0.0,0.0,1,0,1,1,5,5,1
19,0.0,0.0,0,0,1,1,0,0,0
18,13.24875,1.0,0,0,1,1,8,8,2
20,12.803571428571429,0.7857142857142857,0,0,1,1,7,7,1
21,13.925,0.75,0,0,0,1,6,6,1
22,13.2,0.8,0,1,0,1,5,5,2
20,11.5,0.41666666666666663,1,0,0,1,6,6,1
20,13.583333333333332,0.8333333333333333,0,0,0,1,6,6,1
19,12.895833333333332,1.0,0,1,0,1,6,6,2
18,15.230555555555554,1.0,0,1,0,1,7,8,2
21,11.075,0.9,0,0,1,1,5,5,2
19,5.833333333333333,0.14285714285714285,1,0,0,1,7,7,1
37,0.0,0.0,0,0,0,1,6,6,0
45,13.928571428571429,1.0,0,0,0,0,12,7,1
38,0.0,0.0,1,0,1,1,6,6,0
55,0.0,0.0,1,0,1,0,5,5,0
28,12.375,0.75,1,0,0,1,6,6,0
46,12.3875,0.7777777777777778,0,0,0,0,8,9,2
22,0.0,0.0,0,0,0,1,0,0,2
46,12.575,0.75,0,0,0,1,6,6,0
28,12.125,0.8,0,0,0,0,5,5,1
18,12.5,0.6,1,0,0,1,5,5,0
18,0.0,0.0,0,1,1,1,0,0,1
21,13.833333333333332,1.0,0,1,1,1,6,6,2
18,11.0,0.41666666666666663,0,0,0,1,6,6,1
34,5.5,0.1,0,0,0,0,5,5,0
21,11.6,0.8333333333333334,0,1,0,1,6,6,0
18,13.0,0.9166666666666667,0,1,0,1,6,6,2
20,0.0,0.0,0,0,1,1,0,0,2
18,12.125,0.8,0,0,0,1,5,5,1
21,10.983333333333334,0.8,0,0,1,1,5,5,1
19,11.25,0.25,0,0,1,1,6,6,0
22,12.416666666666666,1.0,0,0,1,0,6,6,2
23,5.5,0.08333333333333333,0,0,1,1,6,6,0
19,0.0,0.0,0,0,1,1,0,0,0
18,10.916666666666668,0.6000000000000001,0,0,1,1,5,5,1
19,0.0,0.0,1,1,1,1,0,0,0
19,11.125,0.6000000000000001,0,0,1,1,5,5,1
19,11.75,0.8,0,0,1,1,5,5,1
22,12.666666666666668,0.8035714285714286,0,0,1,1,7,8,1
18,15.857142857142858,1.0,0,1,1,1,6,6,2
18,11.9,0.75,0,0,1,1,6,6,0
19,11.291666666666668,0.5833333333333333,1,0,1,1,6,6,0
18,0.0,0.0,0,0,1,1,0,0,2
21,13.267857142857142,0.8333333333333333,0,0,1,1,6,6,1
18,10.666666666666668,0.6666666666666667,0,0,1,1,6,6,1
19,12.87142857142857,0.9166666666666667,0,0,1,1,6,6,2
27,5.75,0.16666666666666666,1,0,1,1,6,6,0
20,12.085227272727272,0.8583333333333334,1,0,1,1,12,10,1
20,13.0,0.8333333333333333,0,0,1,1,6,6,2
18,12.8875,1.0,0,0,1,1,8,8,2
18,13.133333333333333,0.9166666666666667,0,0,1,1,6,6,1
18,12.702380952380953,1.0,0,0,1,1,6,6,2
18,11.583333333333332,0.5,0,0,1,1,5,5,0
18,12.7,1.0,0,0,1,1,5,5,1
18,12.132291666666667,0.9285714285714286,0,0,0,1,7,8,2
37,0.0,0.0,1,0,0,0,5,5,0
36,11.666666666666668,1.0,0,1,0,0,6,6,2
26,11.833333333333332,0.41666666666666663,0,0,0,1,6,6,0
19,14.125,0.8,0,0,0,1,5,5,2
24,11.600000000000001,0.8333333333333334,0,0,0,0,6,6,0
19,13.083333333333332,1.0,0,1,0,1,6,6,0
20,12.316666666666666,0.7410714285714286,0,1,0,1,7,8,2
19,14.3125,0.9166666666666667,0,0,0,1,6,6,2
21,12.333333333333332,0.8,0,0,0,1,5,5,2
50,10.75,0.7142857142857142,1,0,0,1,7,7,0
47,12.132142857142858,0.7142857142857142,0,0,0,1,7,7,0
24,10.972222222222221,0.7307692307692308,0,0,0,1,13,13,0
48,5.0,0.1,1,0,0,0,5,5,0
18,14.246031746031747,0.9166666666666667,0,1,0,1,6,6,2
32,11.75,0.6190476190476191,0,0,1,0,6,7,0
20,12.375,0.7,1,0,1,1,5,5,0
24,0.0,0.0,1,0,1,1,5,5,0
53,12.0,0.8,0,0,1,1,5,5,2
42,0.0,0.0,1,0,1,1,4,4,0
52,13.899999999999999,1.0,0,0,1,0,5,5,2
54,13.062937062937063,1.0,0,0,1,0,13,11,1
49,12.0,1.0,0,0,1,0,5,5,2
18,12.80952380952381,1.0,0,1,1,1,6,6,2
37,12.5,0.7,0,0,1,1,5,5,2
21,12.496428571428572,0.8660714285714286,0,1,1,1,7,8,2
26,0.0,0.0,1,0,1,1,5,5,0
20,14.545454545454545,0.9166666666666666,0,0,1,1,12,12,2
19,12.524305555555554,1.0,0,1,0,1,7,8,2
18,14.511904761904763,1.0,0,0,0,1,6,6,2
18,14.092063492063492,1.0,0,0,0,1,7,8,2
20,11.5,0.9166666666666667,0,0,0,0,6,6,2
20,11.2,0.5833333333333334,0,0,0,1,5,6,0
21,0.0,0.0,0,0,0,1,0,0,0
22,13.708333333333332,1.0,0,0,0,1,12,11,2
18,14.0125,1.0,0,1,0,1,7,8,2
18,12.521428571428572,0.9375,0,0,0,1,7,8,0
19,14.36,0.875,0,1,0,1,8,8,2
19,14.514285714285714,0.875,0,0,0,1,8,8,1
18,14.7,0.875,0,0,0,1,8,8,2
27,14.6,1.0,0,0,0,0,5,5,1
20,14.03125,1.0,0,1,0,1,7,8,2
20,6.75,0.5,0,0,0,1,6,6,0
20,12.466666666666667,1.0,0,0,0,1,5,5,2
19,13.2,1.0,0,0,0,1,5,5,2
20,11.125,0.6000000000000001,0,0,0,1,5,5,1
20,0.0,0.0,0,1,0,1,0,0,2
20,0.0,0.0,0,0,0,1,0,0,1
27,14.435064935064936,0.8472222222222222,0,0,0,1,12,9,2
18,16.11904761904762,1.0,0,0,0,1,6,6,2
18,15.44375,1.0,0,0,0,1,7,8,2
18,14.25892857142857,1.0,0,1,0,1,7,8,2
20,12.958333333333332,0.9,0,0,0,1,5,5,2
19,14.5,0.9166666666666667,0,0,0,1,6,6,1
20,11.833333333333334,1.0,0,1,0,1,6,6,2
18,13.76125,1.0,0,0,0,1,8,8,2
22,10.8,0.6349206349206349,1,0,0,1,7,9,0
22,12.875,0.75,1,1,0,0,6,6,2
25,11.75,0.8,0,0,0,0,5,5,1
19,14.653846153846153,1.0,0,0,0,1,6,6,2
21,12.642857142857142,0.75,1,0,0,1,6,6,0
27,14.417460317460318,1.0,0,0,0,1,7,8,2
18,12.766666666666666,0.8571428571428571,0,0,0,1,7,7,2
18,5.2,0.5,1,0,0,1,5,6,0
19,0.0,0.0,0,0,1,1,7,7,0
35,11.55,0.9,0,1,1,0,5,5,2
23,13.825,0.9,0,0,1,1,5,5,2
28,5.958333333333333,0.21428571428571427,0,0,1,1,7,7,0
19,12.333333333333332,0.5,0,0,1,1,5,5,1
19,12.458333333333332,0.5833333333333333,0,0,1,1,6,6,1
20,11.8,0.9,1,0,1,1,5,5,0
21,11.875,0.7,0,0,1,1,5,5,0
18,13.583333333333332,0.9166666666666667,0,0,1,1,6,6,2
22,14.833333333333332,1.0,0,0,1,1,6,6,2
21,6.142857142857143,0.5,0,0,1,1,5,5,2
38,6.333333333333333,0.21428571428571427,1,0,1,1,7,5,0
20,0.0,0.0,0,0,1,1,0,0,1
19,0.0,0.0,0,0,1,1,0,0,0
24,0.0,0.0,0,0,1,1,5,5,0
19,0.0,0.0,1,0,1,1,6,6,0
19,13.86111111111111,1.0,0,1,1,1,7,8,2
19,12.100000000000001,0.9,0,0,1,1,5,5,1
31,0.0,0.0,0,0,1,1,5,5,0
19,13.30952380952381,1.0,0,1,1,1,6,6,2
22,11.783333333333333,0.9166666666666667,0,0,1,1,6,6,2
25,0.0,0.0,0,0,1,1,5,5,0
18,8.071428571428571,0.5,0,0,1,1,7,8,0
30,0.0,0.0,0,0,1,1,8,8,0
18,15.63375,1.0,0,1,1,1,8,8,2
18,14.083333333333332,1.0,0,0,1,1,6,6,2
18,0.0,0.0,0,0,1,1,6,6,0
18,12.0,1.0,0,0,1,1,6,6,2
25,12.642857142857142,1.0,0,1,1,1,6,6,2
18,12.5,0.5,0,0,1,1,5,5,1
18,0.0,0.0,0,0,1,1,0,0,0
19,11.5,0.8,0,0,1,1,5,5,1
25,13.0375,0.5714285714285714,0,0,1,1,7,7,0
19,12.45,0.8571428571428571,0,0,0,1,7,7,2
31,12.125,0.8333333333333333,0,0,0,0,6,7,1
20,13.38125,1.0,0,1,0,1,8,8,2
33,11.75,0.7738095238095238,1,0,0,1,7,6,0
24,12.0,0.5,1,0,0,1,6,6,1
18,12.458333333333332,1.0,0,1,0,1,6,6,2
19,13.3425,1.0,0,0,0,1,8,8,2
20,13.603125,0.875,0,1,0,1,7,8,2
33,10.0,0.125,0,1,1,1,8,8,1
24,7.25,0.2,0,0,1,1,5,5,0
24,0.0,0.0,0,0,1,0,5,5,0
18,12.071428571428571,1.0,0,0,1,1,5,5,2
18,10.985714285714286,0.9166666666666667,0,1,0,1,6,6,2
22,14.79120879120879,0.9583333333333333,0,0,0,1,12,12,2
18,11.783333333333333,0.9166666666666667,0,1,0,1,6,6,2
21,12.333333333333332,1.0,0,0,0,1,17,17,2
38,11.666666666666668,0.7,0,0,0,0,5,5,0
29,12.972689075630253,1.0,0,1,0,1,16,13,2
20,11.375,0.6666666666666666,0,1,0,1,6,6,1
18,0.0,0.0,1,0,0,1,6,6,0
37,12.548076923076923,1.0,0,0,1,0,12,13,2
20,12.2,1.0,0,0,1,1,5,5,2
20,12.5,0.7,1,0,1,1,5,5,0
40,11.583333333333332,0.5,1,0,1,1,5,5,0
44,11.666666666666668,0.8181818181818182,0,0,1,0,11,11,1
21,11.214285714285715,0.5,1,0,1,1,5,5,0
21,13.276785714285715,0.873015873015873,0,0,1,1,7,9,2
18,13.05375,1.0,0,0,1,1,8,8,2
18,12.892857142857142,0.8660714285714286,0,0,1,1,7,8,1
27,14.0,1.0,0,0,1,1,6,6,2
38,0.0,0.0,1,0,1,1,6,6,0
18,13.133333333333333,0.6666666666666667,0,0,1,1,6,6,0
19,12.1,0.5833333333333334,0,0,1,1,6,6,1
18,13.523809523809524,0.9166666666666667,0,0,1,1,6,6,0
19,10.833333333333332,0.41666666666666663,1,0,1,1,6,6,0
44,7.0,0.08333333333333333,1,0,1,1,6,6,0
26,11.25,0.5833333333333333,0,0,1,1,6,6,0
24,11.666666666666668,0.75,1,0,1,1,6,6,0
27,0.0,0.0,1,0,1,1,6,6,0
27,0.0,0.0,1,0,1,1,6,6,0
25,11.96923076923077,0.7156862745098038,0,0,1,1,17,15,0
21,11.767857142857142,0.6388888888888888,0,0,1,1,9,8,1
19,0.0,0.0,0,1,1,1,0,0,2
20,11.9,0.75,0,0,1,1,6,6,1
20,5.25,0.2,0,0,1,1,5,5,1
20,0.0,0.0,1,0,1,1,5,5,0
18,14.2,1.0,1,1,1,1,5,5,1
19,12.486363636363635,0.8712121212121212,1,0,1,1,12,11,1
22,6.333333333333333,0.25,1,0,0,1,6,6,0
19,14.714285714285715,1.0,0,0,0,1,6,6,2
18,12.858571428571427,0.9375,0,1,0,1,7,8,2
20,12.25,1.0,1,0,0,1,6,6,2
18,0.0,0.0,0,1,0,1,0,0,0
36,15.892857142857142,1.0,0,0,1,1,6,6,2
19,10.875,0.7,1,0,1,1,5,5,2
21,12.618181818181817,1.0,0,1,1,1,11,9,2
26,0.0,0.0,0,0,0,1,5,5,0
29,14.166666666666668,0.23809523809523808,1,0,0,1,9,7,0
26,14.395833333333332,1.0,1,0,1,1,8,6,1
27,0.0,0.0,0,0,1,1,7,8,0
32,11.166666666666668,0.4017857142857143,1,0,1,1,7,8,1
23,13.125,0.75,0,1,0,1,6,6,1
24,10.25,0.6000000000000001,0,0,0,1,5,5,1
19,13.964285714285715,1.0,0,1,0,1,6,6,2
25,11.833333333333332,0.75,0,0,1,1,6,6,1
19,10.4,0.6666666666666667,0,0,1,1,6,6,1
20,0.0,0.0,1,0,1,1,4,4,0
33,12.114285714285714,1.0,0,0,1,1,9,7,2
35,11.4,1.0,1,0,1,0,5,5,0
23,11.2,0.8,0,0,1,1,5,5,2
19,14.112857142857143,1.0,0,0,1,1,7,8,2
21,12.525,0.8333333333333334,0,0,1,1,6,6,1
21,12.333333333333332,1.0,0,1,1,1,6,6,2
27,15.57,0.875,0,0,1,1,8,8,0
19,11.5,0.6000000000000001,1,0,1,1,5,5,1
28,15.012698412698413,1.0,0,0,1,1,7,8,0
25,11.25,0.7,0,0,1,1,5,5,1
42,0.0,0.0,0,0,1,1,6,6,0
27,13.625,0.8,0,0,1,0,5,5,2
23,5.625,0.3333333333333333,0,0,1,1,6,6,0
18,11.738095238095237,1.0,0,1,1,1,6,6,2
26,13.075714285714286,0.875,0,0,1,1,8,8,2
18,0.0,0.0,0,0,1,1,5,5,0
29,12.25,0.5,1,0,1,0,5,5,0
22,0.0,0.0,0,0,1,1,6,6,0
21,12.729166666666668,0.7142857142857142,0,0,0,1,7,7,1
19,13.512857142857142,0.875,0,1,0,1,8,8,2
18,12.5,1.0,0,1,0,1,6,6,2
18,13.333333333333332,0.6,0,1,0,1,5,5,0
40,13.066666666666666,0.6666666666666667,1,0,0,1,6,6,0
20,6.166666666666667,0.25,1,0,0,1,6,6,0
18,12.288,0.625,0,0,1,1,8,8,0
31,12.80952380952381,0.85,0,0,1,0,12,10,2
18,12.15,0.9,0,1,1,1,5,5,2
22,11.488095238095237,0.8333333333333333,0,0,1,1,6,6,0
38,0.0,0.0,1,0,1,1,5,5,0
33,0.0,0.0,0,0,1,0,5,5,0
19,11.65,0.8,0,1,1,1,5,5,1
18,0.0,0.0,0,0,1,1,6,6,0
18,12.1,0.9,1,1,1,1,5,5,1
27,12.666666666666668,1.0,0,0,1,0,6,5,2
26,12.630952380952381,1.0,0,0,1,1,6,6,2
19,13.155079365079366,1.0,0,1,0,1,7,8,2
44,12.35,0.7142857142857143,0,0,1,1,7,7,0
19,11.75,1.0,0,0,1,1,5,5,2
20,0.0,0.0,0,0,1,1,6,6,0
24,14.30808080808081,1.0,1,0,1,1,6,6,1
31,11.678571428571429,0.9285714285714286,0,0,0,0,14,14,2
25,13.0,1.0,0,0,0,1,6,6,2
19,0.0,0.0,1,0,0,1,6,6,0
18,14.317142857142855,1.0,0,0,0,1,7,8,0
19,12.333333333333332,0.6666666666666667,1,0,0,1,6,6,1
19,11.875,0.6428571428571428,0,1,0,1,7,7,1
19,5.5,0.1,0,0,0,1,5,5,1
24,11.083333333333332,0.3333333333333333,0,0,0,1,6,6,0
20,13.583333333333332,1.0,0,0,0,1,6,6,2
18,14.44047619047619,1.0,0,0,0,1,6,6,2
18,13.80952380952381,1.0,0,1,0,1,6,6,2
21,10.916666666666668,0.5,0,0,0,1,5,5,1
28,0.0,0.0,1,0,0,1,7,7,0
18,11.785714285714285,0.9,0,1,0,1,5,5,1
18,12.25,0.75,1,0,0,1,6,6,0
18,12.75,0.9166666666666667,0,1,0,1,6,6,2
18,11.7,1.0,0,1,0,1,5,5,2
19,11.476190476190476,0.6,1,1,0,1,5,5,0
19,14.375972222222222,0.9285714285714286,0,1,0,1,7,8,2
20,11.45,0.9166666666666667,1,1,0,1,6,6,2
34,12.238095238095237,0.9090909090909092,0,0,0,0,11,7,2
39,12.16,0.7142857142857143,0,0,0,1,7,7,1
19,13.427499999999998,1.0,0,0,0,1,8,8,2
24,15.333333333333332,0.6666666666666666,0,0,0,1,6,6,2
18,0.0,0.0,0,0,0,1,6,6,0
19,5.25,0.2,0,0,1,1,5,5,0
18,11.4,0.8,0,1,1,1,5,5,2
20,12.3,1.0,1,0,1,1,5,5,1
19,12.718055555555555,1.0,1,0,1,1,7,8,2
19,12.3,0.5,0,0,1,1,6,6,0
19,12.958333333333332,0.8333333333333333,0,0,1,1,6,6,0
41,10.375,0.6000000000000001,0,0,1,0,5,5,0
19,13.090873015873017,0.9285714285714286,0,0,1,1,7,8,2
19,11.75,0.5833333333333333,0,0,1,1,6,6,1
23,0.0,0.0,1,0,1,1,7,8,0
18,14.042857142857144,1.0,0,0,1,1,5,5,0
19,12.2,1.0,0,0,1,1,5,5,2
20,14.333333333333332,1.0,0,0,1,1,6,6,2
35,11.0,0.4,1,0,1,1,5,5,0
34,0.0,0.0,1,0,1,1,6,6,0
19,12.354166666666668,1.0,1,1,0,1,6,6,2
22,11.95,0.8333333333333334,1,0,1,1,6,6,2
20,13.25,1.0,0,0,1,1,6,6,2
27,12.5,0.7,0,0,1,0,2,5,1
30,0.0,0.0,1,0,1,1,5,5,0
34,5.5,0.1,0,0,1,1,5,5,1
20,5.25,0.16666666666666666,1,0,1,1,6,6,0
18,12.5,1.0,0,0,1,1,6,6,2
26,0.0,0.0,0,1,1,1,5,5,0
26,12.4,1.0,0,0,1,0,5,5,2
26,5.25,0.2,1,0,1,1,5,5,0
31,0.0,0.0,1,0,1,0,5,5,0
20,14.458333333333334,1.0,0,1,1,1,12,11,2
19,12.166666666666666,0.75,0,0,1,1,6,6,2
23,0.0,0.0,1,0,1,1,5,5,0
20,6.5,0.07142857142857142,0,1,1,1,7,7,0
20,15.335555555555556,0.95,0,0,1,1,7,10,2
29,0.0,0.0,0,0,1,0,6,5,0
20,12.458333333333332,0.8333333333333333,0,1,1,1,6,6,2
24,13.3,0.8571428571428571,0,0,1,1,7,7,2
37,0.0,0.0,0,0,1,1,7,7,0
18,0.0,0.0,0,0,1,1,7,8,0
18,0.0,0.0,1,1,1,1,0,0,0
18,13.55714285714286,0.875,0,0,1,1,8,8,2
41,14.484848484848484,0.8571428571428572,1,0,1,1,7,6,1
35,11.166666666666668,0.5833333333333333,0,0,1,1,6,6,0
19,0.0,0.0,0,0,0,1,5,6,0
18,0.0,0.0,0,0,1,1,0,0,2
48,11.7375,0.5,0,0,0,1,7,7,1
19,12.183333333333332,0.8571428571428571,0,0,0,1,7,7,2
30,11.416666666666668,0.5833333333333333,1,0,1,1,9,8,0
51,0.0,0.0,1,0,1,1,4,4,0
18,14.666666666666668,0.9166666666666667,0,0,0,1,6,6,2
18,0.0,0.0,0,0,0,1,0,0,2
18,0.0,0.0,0,0,0,1,0,0,2
18,13.435,1.0,0,1,0,1,8,8,2
18,6.75,0.4,0,0,0,1,5,5,0
18,0.0,0.0,0,0,0,1,0,0,1
23,11.838235294117645,1.0,0,0,0,1,17,17,2
19,10.75,0.41666666666666663,0,0,0,1,6,6,1
21,11.75,0.5,0,0,0,1,6,6,1
18,11.85,0.75,1,0,0,1,6,6,0
18,0.0,0.0,0,0,0,1,0,0,2
21,14.25,0.898989898989899,0,0,0,1,11,9,2
20,13.0,1.0,1,0,0,1,6,6,2
24,12.277777777777779,0.8590909090909091,0,0,0,1,11,10,2
18,14.5625,1.0,0,0,0,1,6,6,2
18,13.116666666666667,0.8571428571428571,0,0,0,1,7,7,2
19,12.25,1.0,0,0,0,1,6,6,2
20,13.75,1.0,0,1,0,1,6,6,2
18,14.769821428571428,1.0,0,0,0,1,7,8,2
18,12.944285714285714,0.875,0,0,0,1,8,8,2
19,11.666666666666668,0.8333333333333334,0,0,0,1,6,6,1
19,14.266666666666666,0.8571428571428571,0,0,0,1,7,7,2
18,13.5,0.8333333333333334,0,0,0,1,6,6,2
20,12.48375,1.0,0,0,0,1,8,8,2
18,14.370535714285715,1.0,0,0,0,1,7,8,2
18,5.333333333333333,0.25,1,0,0,0,6,6,0
18,13.8,0.8333333333333334,0,0,0,1,6,6,2
18,13.45,0.8571428571428571,0,0,0,1,7,7,2
18,12.6,0.8571428571428571,0,1,0,1,7,7,2
20,12.711607142857144,1.0,0,0,0,1,7,8,2
22,11.8,0.8333333333333334,0,1,0,1,6,6,2
20,13.399999999999999,0.8333333333333334,1,0,0,1,6,6,1
20,13.85,0.5833333333333334,0,0,0,1,6,6,1
18,13.916666666666668,1.0,0,0,0,1,6,6,2
18,11.4,0.6666666666666667,0,0,0,1,6,6,1
18,12.85,0.9,0,0,0,1,5,5,2
18,7.0,0.08333333333333333,1,1,0,1,6,6,0
19,13.9375,0.9166666666666667,0,0,0,1,8,6,2
19,12.607142857142858,1.0,0,1,0,1,5,5,2
18,12.964285714285715,1.0,0,1,0,1,6,6,2
18,12.4,0.8333333333333334,1,1,0,1,6,6,1
18,14.98984126984127,1.0,0,1,0,1,7,8,2
18,13.124375,1.0,0,0,0,1,7,8,2
19,13.452380952380953,1.0,0,0,0,1,6,6,2
18,11.125,0.75,0,0,0,1,6,6,2
25,13.3675,1.0,0,1,0,1,8,8,2
19,12.817023809523809,0.8660714285714286,0,1,0,1,7,8,2
18,13.903035714285714,1.0,0,0,0,1,7,8,2
19,12.9,0.8333333333333333,0,0,0,1,6,6,2
18,13.683333333333332,0.8571428571428571,0,0,0,1,7,7,2
24,12.5,0.5,0,0,0,1,6,6,0
21,12.0,0.8333333333333334,0,0,0,1,6,6,2
18,12.869047619047619,1.0,0,1,0,1,6,6,2
18,13.166666666666666,1.0,0,0,0,1,6,6,2
20,14.75,1.0,0,1,0,1,6,6,2
19,12.033333333333333,0.9166666666666667,0,0,0,1,6,6,2
19,13.5,1.0,0,1,0,1,6,6,0
30,14.827678571428573,1.0,0,0,0,1,7,8,2
18,14.035,1.0,0,0,0,1,8,8,2
18,12.5,0.7,0,0,0,1,5,5,2
18,13.333333333333334,1.0,0,1,0,1,6,6,2
20,12.05125,0.8660714285714286,0,0,0,1,7,8,2
19,0.0,0.0,0,0,0,1,6,6,0
19,0.0,0.0,0,0,0,1,6,6,0
19,0.0,0.0,1,0,0,1,0,0,0
18,12.142857142857142,1.0,0,1,0,1,6,6,2
17,12.46,0.625,0,0,0,1,8,8,1
19,12.666666666666666,0.8571428571428571,0,0,0,1,7,7,2
18,11.666666666666668,0.5833333333333334,0,0,0,1,6,6,1
25,14.805714285714286,0.875,0,0,0,1,8,8,2
19,11.157142857142857,0.9166666666666667,0,0,0,1,6,6,0
24,13.0625,0.7777777777777777,1,0,0,1,9,9,1
19,12.75,1.0,1,1,0,1,6,6,2
20,0.0,0.0,0,1,0,1,8,8,1
20,13.4,0.8333333333333334,0,1,0,1,6,6,2
20,13.21875,1.0,0,1,0,1,7,8,2
19,10.791666666666668,0.7,0,0,0,1,5,5,2
31,13.63986013986014,0.9583333333333333,0,0,0,1,12,12,2
20,12.666666666666668,0.6,0,0,0,1,5,5,2
18,11.966666666666667,0.8,0,0,0,1,5,5,1
18,11.958333333333332,0.5833333333333333,1,0,0,1,6,6,1
18,14.533333333333333,0.9166666666666667,0,0,0,1,6,6,2
20,11.8125,0.5136363636363637,1,0,0,1,11,10,1
20,13.488095238095237,1.0,0,1,0,1,6,6,2
19,12.1625,0.8333333333333334,0,1,0,1,6,6,0
21,11.8,1.0,0,1,0,1,5,5,2
18,13.189722222222223,1.0,0,0,0,1,7,8,2
21,12.2,0.9545454545454546,0,0,0,1,10,11,0
19,12.735714285714284,0.7857142857142857,0,0,0,1,7,7,1
20,13.0,0.9166666666666667,0,0,0,1,6,6,2
20,13.642857142857142,0.75,0,0,0,1,6,6,1
18,14.0,0.9166666666666667,0,1,0,1,6,6,2
18,11.875,0.9,0,1,0,1,5,5,2
18,11.583333333333334,1.0,0,1,0,1,6,6,2
21,13.142857142857142,0.7142857142857143,0,1,0,1,7,5,2
18,13.966666666666669,0.8571428571428571,0,0,0,1,7,7,2
18,14.14125,1.0,0,1,0,1,8,8,2
20,11.675,0.6666666666666666,0,1,0,1,6,6,2
32,14.6625,1.0,0,1,0,1,8,8,2
34,0.0,0.0,0,0,0,0,5,5,1
23,12.831041666666668,0.9285714285714286,0,1,0,1,7,8,2
18,11.725,0.75,0,0,0,1,6,6,1
18,12.5,0.8333333333333334,0,0,0,0,6,6,2
34,0.0,0.0,0,0,0,1,0,0,0
25,11.541666666666668,0.8333333333333333,1,0,0,0,6,6,1
21,12.0,1.0,0,0,0,1,5,5,2
20,0.0,0.0,0,1,0,1,6,6,0
18,11.5,1.0,0,0,0,1,6,6,2
18,13.478571428571428,1.0,0,0,0,1,6,6,2
18,13.095238095238095,1.0,0,0,0,1,6,6,2
24,5.0,0.08333333333333333,0,0,0,0,6,6,0
32,10.799450549450547,0.9666666666666667,1,0,0,1,15,13,2
24,10.80952380952381,0.75,1,0,0,1,6,6,0
18,6.916666666666667,0.5,0,1,0,1,6,6,0
28,12.728571428571428,0.9166666666666667,0,0,0,1,6,6,2
18,11.833333333333332,0.8333333333333333,0,1,0,1,6,6,0
24,0.0,0.0,1,0,0,1,6,5,0
19,13.8,1.0,0,0,0,1,5,5,2
44,14.5,1.0,0,0,0,0,6,6,2
18,13.166666666666668,1.0,0,1,0,1,6,6,2
18,0.0,0.0,0,0,0,1,0,0,2
22,0.0,0.0,0,0,0,1,6,6,0
18,12.5,0.8571428571428571,0,1,0,1,7,7,2
44,12.100000000000001,1.0,0,0,0,0,5,5,2
33,11.899999999999999,0.8333333333333334,1,0,0,1,6,6,0
32,0.0,0.0,1,0,0,1,6,5,0
35,0.0,0.0,1,0,0,1,6,6,0
20,12.392857142857142,1.0,0,0,0,1,6,6,2
24,12.399999999999999,0.8333333333333334,0,0,0,1,6,6,2
